	x		f(x)	f'(x) analit.	f'(x) skaitl.	f''(x) analit.	f''(x) skaitl.
      0.10	      1.00	     -0.05	     -0.02	     -1.00	     -0.25
      0.11	      1.00	     -0.06	     -0.03	     -1.00	     -0.25
      0.12	      1.00	     -0.06	     -0.03	     -1.00	     -0.25
      0.13	      1.00	     -0.07	     -0.03	     -1.00	     -0.25
      0.14	      1.00	     -0.07	     -0.03	     -1.00	     -0.25
      0.15	      1.00	     -0.08	     -0.04	     -1.00	     -0.25
      0.16	      1.00	     -0.08	     -0.04	     -1.00	     -0.25
      0.17	      1.00	     -0.09	     -0.04	     -1.00	     -0.25
      0.18	      1.00	     -0.09	     -0.04	     -1.00	     -0.25
      0.19	      1.00	     -0.10	     -0.05	     -1.00	     -0.25
      0.20	      1.00	     -0.10	     -0.05	     -0.99	     -0.25
      0.21	      0.99	     -0.11	     -0.05	     -0.99	     -0.25
      0.22	      0.99	     -0.11	     -0.05	     -0.99	     -0.25
      0.23	      0.99	     -0.12	     -0.06	     -0.99	     -0.25
      0.24	      0.99	     -0.12	     -0.06	     -0.99	     -0.25
      0.25	      0.99	     -0.13	     -0.06	     -0.99	     -0.25
      0.26	      0.99	     -0.13	     -0.06	     -0.99	     -0.25
      0.27	      0.99	     -0.14	     -0.07	     -0.99	     -0.25
      0.28	      0.99	     -0.14	     -0.07	     -0.99	     -0.25
      0.29	      0.99	     -0.15	     -0.07	     -0.99	     -0.25
      0.30	      0.99	     -0.15	     -0.07	     -0.99	     -0.25
      0.31	      0.99	     -0.16	     -0.08	     -0.99	     -0.25
      0.32	      0.99	     -0.16	     -0.08	     -0.99	     -0.25
      0.33	      0.99	     -0.17	     -0.08	     -0.99	     -0.25
      0.34	      0.99	     -0.17	     -0.08	     -0.99	     -0.25
      0.35	      0.98	     -0.18	     -0.09	     -0.98	     -0.25
      0.36	      0.98	     -0.18	     -0.09	     -0.98	     -0.25
      0.37	      0.98	     -0.19	     -0.09	     -0.98	     -0.25
      0.38	      0.98	     -0.19	     -0.09	     -0.98	     -0.25
      0.39	      0.98	     -0.20	     -0.10	     -0.98	     -0.25
      0.40	      0.98	     -0.20	     -0.10	     -0.98	     -0.25
      0.41	      0.98	     -0.21	     -0.10	     -0.98	     -0.24
      0.42	      0.98	     -0.21	     -0.10	     -0.98	     -0.24
      0.43	      0.98	     -0.22	     -0.11	     -0.98	     -0.24
      0.44	      0.98	     -0.22	     -0.11	     -0.98	     -0.24
      0.45	      0.97	     -0.23	     -0.11	     -0.97	     -0.24
      0.46	      0.97	     -0.23	     -0.11	     -0.97	     -0.24
      0.47	      0.97	     -0.24	     -0.12	     -0.97	     -0.24
      0.48	      0.97	     -0.24	     -0.12	     -0.97	     -0.24
      0.49	      0.97	     -0.25	     -0.12	     -0.97	     -0.24
      0.50	      0.97	     -0.25	     -0.12	     -0.97	     -0.24
      0.51	      0.97	     -0.26	     -0.13	     -0.97	     -0.24
      0.52	      0.97	     -0.26	     -0.13	     -0.97	     -0.24
      0.53	      0.97	     -0.27	     -0.13	     -0.97	     -0.24
      0.54	      0.96	     -0.27	     -0.13	     -0.96	     -0.24
      0.55	      0.96	     -0.28	     -0.14	     -0.96	     -0.24
      0.56	      0.96	     -0.28	     -0.14	     -0.96	     -0.24
      0.57	      0.96	     -0.29	     -0.14	     -0.96	     -0.24
      0.58	      0.96	     -0.29	     -0.14	     -0.96	     -0.24
      0.59	      0.96	     -0.30	     -0.15	     -0.96	     -0.24
      0.60	      0.96	     -0.30	     -0.15	     -0.96	     -0.24
      0.61	      0.95	     -0.31	     -0.15	     -0.95	     -0.24
      0.62	      0.95	     -0.31	     -0.15	     -0.95	     -0.24
      0.63	      0.95	     -0.31	     -0.15	     -0.95	     -0.24
      0.64	      0.95	     -0.32	     -0.16	     -0.95	     -0.24
      0.65	      0.95	     -0.32	     -0.16	     -0.95	     -0.24
      0.66	      0.95	     -0.33	     -0.16	     -0.95	     -0.24
      0.67	      0.94	     -0.33	     -0.16	     -0.94	     -0.24
      0.68	      0.94	     -0.34	     -0.17	     -0.94	     -0.24
      0.69	      0.94	     -0.34	     -0.17	     -0.94	     -0.24
      0.70	      0.94	     -0.35	     -0.17	     -0.94	     -0.23
      0.71	      0.94	     -0.35	     -0.17	     -0.94	     -0.23
      0.72	      0.94	     -0.36	     -0.18	     -0.94	     -0.23
      0.73	      0.93	     -0.36	     -0.18	     -0.93	     -0.23
      0.74	      0.93	     -0.37	     -0.18	     -0.93	     -0.23
      0.75	      0.93	     -0.37	     -0.18	     -0.93	     -0.23
      0.76	      0.93	     -0.38	     -0.19	     -0.93	     -0.23
      0.77	      0.93	     -0.38	     -0.19	     -0.93	     -0.23
      0.78	      0.92	     -0.38	     -0.19	     -0.92	     -0.23
      0.79	      0.92	     -0.39	     -0.19	     -0.92	     -0.23
      0.80	      0.92	     -0.39	     -0.19	     -0.92	     -0.23
      0.81	      0.92	     -0.40	     -0.20	     -0.92	     -0.23
      0.82	      0.92	     -0.40	     -0.20	     -0.92	     -0.23
      0.83	      0.92	     -0.41	     -0.20	     -0.92	     -0.23
      0.84	      0.91	     -0.41	     -0.20	     -0.91	     -0.23
      0.85	      0.91	     -0.42	     -0.21	     -0.91	     -0.23
      0.86	      0.91	     -0.42	     -0.21	     -0.91	     -0.23
      0.87	      0.91	     -0.43	     -0.21	     -0.91	     -0.23
      0.88	      0.90	     -0.43	     -0.21	     -0.90	     -0.23
      0.89	      0.90	     -0.43	     -0.22	     -0.90	     -0.23
      0.90	      0.90	     -0.44	     -0.22	     -0.90	     -0.23
      0.91	      0.90	     -0.44	     -0.22	     -0.90	     -0.22
      0.92	      0.90	     -0.45	     -0.22	     -0.90	     -0.22
      0.93	      0.89	     -0.45	     -0.22	     -0.89	     -0.22
      0.94	      0.89	     -0.46	     -0.23	     -0.89	     -0.22
      0.95	      0.89	     -0.46	     -0.23	     -0.89	     -0.22
      0.96	      0.89	     -0.47	     -0.23	     -0.89	     -0.22
      0.97	      0.88	     -0.47	     -0.23	     -0.88	     -0.22
      0.98	      0.88	     -0.48	     -0.24	     -0.88	     -0.22
      0.99	      0.88	     -0.48	     -0.24	     -0.88	     -0.22
      1.00	      0.88	     -0.48	     -0.24	     -0.88	     -0.22
      1.01	      0.88	     -0.49	     -0.24	     -0.88	     -0.22
      1.02	      0.87	     -0.49	     -0.24	     -0.87	     -0.22
      1.03	      0.87	     -0.50	     -0.25	     -0.87	     -0.22
      1.04	      0.87	     -0.50	     -0.25	     -0.87	     -0.22
      1.05	      0.87	     -0.51	     -0.25	     -0.87	     -0.22
      1.06	      0.86	     -0.51	     -0.25	     -0.86	     -0.22
      1.07	      0.86	     -0.51	     -0.25	     -0.86	     -0.22
      1.08	      0.86	     -0.52	     -0.26	     -0.86	     -0.21
      1.09	      0.86	     -0.52	     -0.26	     -0.86	     -0.21
      1.10	      0.85	     -0.53	     -0.26	     -0.85	     -0.21
      1.11	      0.85	     -0.53	     -0.26	     -0.85	     -0.21
      1.12	      0.85	     -0.54	     -0.27	     -0.85	     -0.21
      1.13	      0.84	     -0.54	     -0.27	     -0.84	     -0.21
      1.14	      0.84	     -0.54	     -0.27	     -0.84	     -0.21
      1.15	      0.84	     -0.55	     -0.27	     -0.84	     -0.21
      1.16	      0.84	     -0.55	     -0.27	     -0.84	     -0.21
      1.17	      0.83	     -0.56	     -0.28	     -0.83	     -0.21
      1.18	      0.83	     -0.56	     -0.28	     -0.83	     -0.21
